error_type,vis_now_10m,vis_tplus1_10m,station
TP,12.0,11.0,Paju
TP,11.0,11.0,Paju
TP,11.0,13.0,Paju
TP,13.0,15.0,Paju
TP,15.0,13.0,Paju
TP,13.0,14.0,Paju
TP,14.0,29.0,Paju
FP,29.0,151.0,Paju
FP,221.0,480.0,Paju
FN,210.0,29.0,Paju
TP,29.0,14.0,Paju
TP,14.0,24.0,Paju
FN,354.0,43.0,Paju
FP,43.0,321.0,Paju
FP,321.0,309.0,Paju
FN,201.0,77.0,Paju
FP,77.0,210.0,Paju
TP,210.0,15.0,Paju
TP,15.0,23.0,Paju
TP,23.0,17.0,Paju
TP,17.0,27.0,Paju
TP,27.0,50.0,Paju
FP,50.0,440.0,Paju
FP,215.0,150.0,Paju
FP,150.0,182.0,Paju
TP,182.0,23.0,Paju
TP,23.0,94.0,Paju
FP,94.0,285.0,Paju
FP,183.0,194.0,Paju
FP,233.0,157.0,Paju
FP,157.0,133.0,Paju
TP,133.0,61.0,Paju
TP,61.0,13.0,Paju
TP,13.0,11.0,Paju
TP,11.0,14.0,Paju
TP,14.0,62.0,Paju
FP,62.0,142.0,Paju
FP,157.0,109.0,Paju
FP,109.0,177.0,Paju
FP,177.0,165.0,Paju
FP,165.0,254.0,Paju
FP,254.0,180.0,Paju
FP,180.0,147.0,Paju
FP,147.0,175.0,Paju
FP,175.0,156.0,Paju
FP,156.0,123.0,Paju
FP,123.0,153.0,Paju
FN,513.0,100.0,Paju
FP,187.0,159.0,Paju
FP,159.0,104.0,Paju
FP,104.0,255.0,Paju
FN,255.0,75.0,Paju
TP,75.0,57.0,Paju
FP,57.0,174.0,Paju
FP,174.0,214.0,Paju
FP,214.0,154.0,Paju
TP,154.0,33.0,Paju
FP,33.0,146.0,Paju
FP,146.0,230.0,Paju
FN,520.0,72.0,Paju
TP,72.0,21.0,Paju
TP,21.0,18.0,Paju
TP,18.0,15.0,Paju
TP,15.0,17.0,Paju
TP,17.0,17.0,Paju
TP,17.0,33.0,Paju
FN,311.0,98.0,Paju
FP,98.0,338.0,Paju
TP,338.0,61.0,Paju
FP,61.0,152.0,Paju
TP,152.0,43.0,Paju
FP,43.0,112.0,Paju
FP,147.0,101.0,Paju
TP,101.0,39.0,Paju
TP,39.0,17.0,Paju
TP,17.0,41.0,Paju
FP,41.0,168.0,Paju
FP,168.0,147.0,Paju
FP,147.0,116.0,Paju
FP,116.0,119.0,Paju
FP,119.0,188.0,Paju
FN,273.0,59.0,Paju
FP,59.0,468.0,Paju
FP,126.0,123.0,Paju
FP,123.0,107.0,Paju
FP,107.0,130.0,Paju
FP,130.0,183.0,Paju
TP,183.0,53.0,Paju
TP,53.0,88.0,Paju
TP,88.0,11.0,Paju
TP,11.0,10.0,Paju
TP,10.0,7.0,Paju
TP,7.0,17.0,Paju
TP,17.0,28.0,Paju
FP,28.0,1331.0,Paju
FP,139.0,110.0,Paju
FP,110.0,181.0,Paju
FP,146.0,137.0,Paju
TP,137.0,77.0,Paju
FP,77.0,282.0,Paju
FP,135.0,443.0,Paju
FP,108.0,137.0,Paju
TP,137.0,80.0,Paju
TP,80.0,93.0,Paju
FP,86.0,101.0,Paju
FP,191.0,110.0,Paju
FN,241.0,68.0,Paju
TP,68.0,37.0,Paju
TP,37.0,10.0,Paju
FP,10.0,169.0,Paju
FP,145.0,183.0,Paju
FP,174.0,225.0,Paju
FP,126.0,223.0,Paju
FN,206.0,70.0,Paju
TP,70.0,62.0,Paju
TP,62.0,53.0,Paju
FP,53.0,125.0,Paju
TP,125.0,55.0,Paju
TP,55.0,23.0,Paju
TP,23.0,22.0,Paju
TP,22.0,35.0,Paju
FP,35.0,393.0,Paju
FN,684.0,59.0,Paju
FN,844.0,70.0,Paju
FN,70.0,26.0,Paju
TP,26.0,43.0,Paju
TP,43.0,39.0,Paju
TP,39.0,29.0,Paju
TP,29.0,79.0,Paju
TP,79.0,78.0,Paju
FP,78.0,887.0,Paju
FN,201.0,63.0,Paju
FP,63.0,221.0,Paju
FP,158.0,176.0,Paju
FP,176.0,190.0,Paju
FN,163.0,51.0,Paju
TP,51.0,68.0,Paju
TP,68.0,30.0,Paju
TP,30.0,25.0,Paju
TP,25.0,57.0,Paju
FP,57.0,128.0,Paju
FP,150.0,178.0,Paju
FP,178.0,189.0,Paju
FP,164.0,218.0,Paju
FN,340.0,95.0,Paju
FP,95.0,373.0,Paju
FN,176.0,20.0,Paju
FP,20.0,321.0,Paju
FP,217.0,218.0,Paju
FN,218.0,99.0,Paju
TP,99.0,66.0,Paju
TP,66.0,7.0,Paju
TP,7.0,11.0,Paju
TP,11.0,80.0,Paju
TP,131.0,30.0,Paju
TP,30.0,14.0,Paju
TP,14.0,13.0,Paju
TP,13.0,13.0,Paju
TP,13.0,37.0,Paju
FN,302.0,90.0,Paju
TP,90.0,33.0,Paju
FP,33.0,175.0,Paju
FP,157.0,254.0,Paju
FN,198.0,62.0,Paju
TP,62.0,11.0,Paju
TP,11.0,21.0,Paju
TP,21.0,28.0,Paju
FP,28.0,159.0,Paju
FP,153.0,374.0,Paju
FP,207.0,156.0,Paju
TP,156.0,16.0,Paju
TP,16.0,13.0,Paju
TP,13.0,15.0,Paju
TP,15.0,11.0,Paju
TP,11.0,15.0,Paju
TP,15.0,27.0,Paju
FN,669.0,47.0,Paju
FP,47.0,367.0,Paju
FN,274.0,95.0,Paju
FP,95.0,223.0,Paju
FN,487.0,56.0,Paju
TP,56.0,82.0,Paju
TP,82.0,89.0,Paju
FP,89.0,157.0,Paju
FP,179.0,251.0,Paju
FP,179.0,216.0,Paju
FN,556.0,25.0,Paju
FP,25.0,136.0,Paju
TP,136.0,31.0,Paju
TP,31.0,31.0,Paju
FP,31.0,109.0,Paju
FP,176.0,262.0,Paju
FP,127.0,171.0,Paju
FP,171.0,194.0,Paju
FN,194.0,67.0,Paju
TP,67.0,61.0,Paju
TP,61.0,88.0,Paju
FP,88.0,183.0,Paju
FP,177.0,211.0,Paju
FN,391.0,91.0,Paju
TP,91.0,14.0,Paju
TP,14.0,27.0,Paju
TP,27.0,35.0,Paju
FP,35.0,157.0,Paju
FP,185.0,269.0,Paju
TP,143.0,75.0,Paju
FP,75.0,490.0,Paju
FN,342.0,38.0,Paju
FP,38.0,353.0,Paju
TP,145.0,15.0,Paju
TP,15.0,27.0,Paju
TP,27.0,20.0,Paju
TP,20.0,28.0,Paju
TP,28.0,55.0,Paju
FP,118.0,177.0,Paju
FP,177.0,153.0,Paju
FP,153.0,907.0,Paju
FN,145.0,50.0,Paju
FP,135.0,1185.0,Paju
FN,1669.0,78.0,Paju
FN,487.0,79.0,Paju
FN,492.0,33.0,Paju
FN,33.0,57.0,Paju
FN,273.0,53.0,Paju
FN,53.0,96.0,Paju
TP,96.0,35.0,Paju
FP,35.0,359.0,Paju
FN,383.0,75.0,Paju
FP,103.0,156.0,Paju
FP,156.0,233.0,Paju
FP,139.0,394.0,Paju
FN,808.0,72.0,Paju
FN,732.0,19.0,Paju
FN,173.0,91.0,Paju
TP,91.0,40.0,Paju
TP,40.0,23.0,Paju
FN,262.0,94.0,Paju
TP,94.0,85.0,Paju
FN,433.0,48.0,Paju
FP,152.0,161.0,Paju
FP,161.0,173.0,Paju
FP,179.0,122.0,Paju
FP,122.0,141.0,Paju
TP,141.0,11.0,Paju
TP,11.0,19.0,Paju
TP,19.0,27.0,Paju
TP,27.0,38.0,Paju
FN,223.0,41.0,Paju
TP,41.0,29.0,Paju
FP,29.0,148.0,Paju
FP,148.0,233.0,Paju
FP,188.0,253.0,Paju
FP,253.0,454.0,Paju
FN,380.0,100.0,Paju
FP,100.0,468.0,Paju
FP,194.0,203.0,Paju
FP,203.0,309.0,Paju
FN,227.0,31.0,Paju
TP,31.0,32.0,Paju
TP,32.0,38.0,Paju
TP,38.0,41.0,Paju
TP,41.0,60.0,Paju
FP,60.0,472.0,Paju
FN,425.0,94.0,Paju
FP,94.0,496.0,Paju
FN,500.0,76.0,Paju
TP,76.0,96.0,Paju
FP,96.0,247.0,Paju
FP,119.0,191.0,Paju
FP,191.0,358.0,Paju
FP,209.0,106.0,Paju
TP,106.0,20.0,Paju
TP,20.0,23.0,Paju
TP,23.0,22.0,Paju
TP,22.0,94.0,Paju
FN,240.0,99.0,Paju
TP,99.0,20.0,Paju
TP,20.0,12.0,Paju
TP,12.0,12.0,Paju
TP,12.0,11.0,Paju
TP,11.0,12.0,Paju
TP,12.0,19.0,Paju
TP,19.0,23.0,Paju
TP,23.0,28.0,Paju
TP,28.0,37.0,Paju
FP,138.0,116.0,Paju
FP,116.0,181.0,Paju
FP,181.0,122.0,Paju
TP,122.0,24.0,Paju
TP,24.0,80.0,Paju
TP,80.0,36.0,Paju
TP,36.0,43.0,Paju
FN,43.0,39.0,Paju
FP,199.0,142.0,Paju
FP,142.0,147.0,Paju
TP,147.0,13.0,Paju
TP,13.0,11.0,Paju
TP,11.0,12.0,Paju
TP,12.0,10.0,Paju
TP,10.0,12.0,Paju
TP,12.0,21.0,Paju
FP,187.0,501.0,Paju
FN,291.0,21.0,Paju
TP,21.0,19.0,Paju
TP,19.0,17.0,Paju
TP,17.0,9.0,Paju
TP,9.0,86.0,Paju
TP,86.0,12.0,Paju
TP,12.0,14.0,Paju
TP,14.0,43.0,Paju
FP,43.0,126.0,Paju
FP,126.0,142.0,Paju
TP,142.0,45.0,Paju
FP,45.0,268.0,Paju
FP,224.0,267.0,Paju
FP,176.0,275.0,Paju
TP,155.0,14.0,Paju
TP,14.0,15.0,Paju
TP,15.0,20.0,Paju
TP,20.0,19.0,Paju
FP,118.0,120.0,Paju
FP,120.0,187.0,Paju
FP,187.0,310.0,Paju
FP,171.0,151.0,Paju
FP,151.0,118.0,Paju
TP,118.0,20.0,Paju
TP,20.0,23.0,Paju
TP,23.0,15.0,Paju
TP,15.0,11.0,Paju
TP,11.0,30.0,Paju
TP,30.0,100.0,Paju
TP,100.0,40.0,Paju
TP,40.0,96.0,Paju
FP,96.0,190.0,Paju
FN,542.0,21.0,Paju
FP,21.0,357.0,Paju
FP,357.0,178.0,Paju
TP,178.0,17.0,Paju
TP,17.0,26.0,Paju
TP,26.0,23.0,Paju
TP,23.0,52.0,Paju
FP,186.0,214.0,Paju
TP,214.0,92.0,Paju
TP,92.0,16.0,Paju
FP,16.0,141.0,Paju
TP,141.0,23.0,Paju
TP,23.0,10.0,Paju
TP,10.0,72.0,Paju
FP,72.0,162.0,Paju
FP,159.0,141.0,Paju
FP,141.0,295.0,Paju
FN,325.0,80.0,Paju
FP,80.0,275.0,Paju
FN,275.0,17.0,Paju
FP,17.0,134.0,Paju
FP,400.0,305.0,Paju
FP,139.0,135.0,Paju
FP,135.0,363.0,Paju
FP,173.0,452.0,Paju
FP,157.0,161.0,Paju
FP,161.0,188.0,Paju
FP,188.0,291.0,Paju
FN,203.0,35.0,Paju
TP,35.0,44.0,Paju
FP,44.0,145.0,Paju
TP,145.0,32.0,Paju
FP,32.0,214.0,Paju
TP,214.0,37.0,Paju
FP,37.0,108.0,Paju
FP,108.0,178.0,Paju
FP,178.0,101.0,Paju
FN,101.0,20.0,Paju
TP,20.0,51.0,Paju
FP,140.0,120.0,Paju
TP,120.0,47.0,Paju
TP,47.0,25.0,Paju
TP,25.0,11.0,Paju
TP,11.0,19.0,Paju
TP,19.0,21.0,Paju
FP,21.0,109.0,Paju
FP,109.0,110.0,Paju
FP,110.0,255.0,Paju
FP,133.0,231.0,Paju
FN,474.0,97.0,Paju
FP,97.0,101.0,Paju
TP,101.0,99.0,Paju
TP,99.0,67.0,Paju
TP,67.0,64.0,Paju
FP,64.0,236.0,Paju
FP,158.0,321.0,Paju
FN,328.0,20.0,Cheorwon
FN,20.0,16.0,Cheorwon
FN,16.0,51.0,Cheorwon
FN,51.0,19.0,Cheorwon
FN,19.0,50.0,Cheorwon
FN,50.0,19.0,Cheorwon
FN,19.0,27.0,Cheorwon
FN,27.0,26.0,Cheorwon
FN,273.0,35.0,Cheorwon
FN,35.0,80.0,Cheorwon
FP,103.0,337.0,Cheorwon
FP,120.0,129.0,Cheorwon
FP,129.0,975.0,Cheorwon
FN,729.0,50.0,Cheorwon
FN,50.0,42.0,Cheorwon
TP,42.0,78.0,Cheorwon
FP,78.0,1212.0,Cheorwon
FN,465.0,24.0,Cheorwon
TP,24.0,27.0,Cheorwon
TP,27.0,21.0,Cheorwon
TP,21.0,33.0,Cheorwon
FP,33.0,388.0,Cheorwon
FN,545.0,73.0,Cheorwon
TP,73.0,45.0,Cheorwon
TP,45.0,48.0,Cheorwon
TP,48.0,35.0,Cheorwon
TP,35.0,52.0,Cheorwon
TP,52.0,51.0,Cheorwon
FP,51.0,134.0,Cheorwon
FP,134.0,117.0,Cheorwon
FP,117.0,296.0,Cheorwon
TP,110.0,66.0,Cheorwon
FP,66.0,167.0,Cheorwon
FN,514.0,92.0,Cheorwon
FP,92.0,231.0,Cheorwon
FN,4813.0,83.0,Cheorwon
FN,83.0,86.0,Cheorwon
TP,31.0,48.0,Cheorwon
TP,48.0,59.0,Cheorwon
TP,59.0,61.0,Cheorwon
TP,61.0,48.0,Cheorwon
TP,48.0,87.0,Cheorwon
TP,47.0,46.0,Cheorwon
TP,46.0,76.0,Cheorwon
TP,76.0,82.0,Cheorwon
TP,82.0,72.0,Cheorwon
FP,72.0,330.0,Cheorwon
TP,111.0,35.0,Cheorwon
TP,35.0,46.0,Cheorwon
TP,46.0,67.0,Cheorwon
FP,67.0,516.0,Cheorwon
FP,189.0,643.0,Cheorwon
FN,2395.0,83.0,Cheorwon
FN,83.0,62.0,Cheorwon
FP,62.0,613.0,Cheorwon
FN,423.0,58.0,Cheorwon
FN,200.0,13.0,Cheorwon
FP,13.0,854.0,Cheorwon
FN,854.0,76.0,Cheorwon
FP,76.0,407.0,Cheorwon
FN,407.0,49.0,Cheorwon
FP,49.0,204.0,Cheorwon
FN,576.0,79.0,Cheorwon
FN,209.0,85.0,Cheorwon
FP,85.0,207.0,Cheorwon
FP,207.0,155.0,Cheorwon
FN,155.0,99.0,Cheorwon
FP,99.0,3338.0,Cheorwon
FN,356.0,21.0,Cheorwon
TP,21.0,68.0,Cheorwon
FN,68.0,46.0,Cheorwon
FP,46.0,106.0,Cheorwon
FN,145.0,28.0,Cheorwon
FN,781.0,63.0,Cheorwon
FN,160.0,59.0,Cheorwon
FN,59.0,40.0,Cheorwon
TP,40.0,58.0,Cheorwon
TP,58.0,70.0,Cheorwon
FN,1610.0,74.0,Cheorwon
FN,74.0,71.0,Cheorwon
TP,71.0,76.0,Cheorwon
TP,76.0,81.0,Cheorwon
FP,81.0,480.0,Cheorwon
FN,144.0,81.0,Cheorwon
FP,81.0,940.0,Cheorwon
FN,706.0,69.0,Cheorwon
FP,69.0,155.0,Cheorwon
FP,155.0,443.0,Cheorwon
FP,59.0,127.0,Cheorwon
FN,477.0,45.0,Cheorwon
TP,45.0,65.0,Cheorwon
FP,65.0,196.0,Cheorwon
FN,921.0,73.0,Cheorwon
TP,73.0,26.0,Cheorwon
TP,26.0,78.0,Cheorwon
FP,78.0,102.0,Cheorwon
FP,102.0,576.0,Cheorwon
FN,327.0,57.0,Cheorwon
TP,57.0,35.0,Cheorwon
TP,35.0,43.0,Cheorwon
TP,43.0,42.0,Cheorwon
TP,42.0,56.0,Cheorwon
TP,56.0,99.0,Cheorwon
FN,99.0,56.0,Cheorwon
FN,56.0,77.0,Cheorwon
FN,888.0,58.0,Cheorwon
FN,1051.0,21.0,Cheorwon
FP,21.0,551.0,Cheorwon
FN,116.0,85.0,Cheorwon
FP,85.0,160.0,Cheorwon
FP,104.0,141.0,Cheorwon
FP,141.0,177.0,Cheorwon
FN,394.0,92.0,Cheorwon
TP,92.0,63.0,Cheorwon
TP,63.0,63.0,Cheorwon
TP,63.0,53.0,Cheorwon
FP,53.0,101.0,Cheorwon
FP,101.0,194.0,Cheorwon
FP,141.0,140.0,Chuncheon
FP,117.0,228.0,Chuncheon
FN,202.0,51.0,Chuncheon
TP,51.0,47.0,Chuncheon
FP,47.0,331.0,Chuncheon
FN,172.0,81.0,Chuncheon
FP,81.0,168.0,Chuncheon
FP,168.0,219.0,Chuncheon
FN,206.0,89.0,Chuncheon
FP,89.0,135.0,Chuncheon
FP,135.0,256.0,Chuncheon
FN,454.0,14.0,Chuncheon
TP,14.0,13.0,Chuncheon
TP,13.0,17.0,Chuncheon
FP,17.0,307.0,Chuncheon
FN,381.0,89.0,Chuncheon
TP,89.0,17.0,Chuncheon
FP,17.0,491.0,Chuncheon
FN,222.0,93.0,Chuncheon
FN,93.0,4.0,Chuncheon
TP,4.0,5.0,Chuncheon
FP,5.0,312.0,Chuncheon
FN,1056.0,91.0,Chuncheon
FN,91.0,59.0,Chuncheon
FN,59.0,56.0,Chuncheon
FN,56.0,2.0,Chuncheon
FN,2.0,4.0,Chuncheon
TP,4.0,18.0,Chuncheon
FP,18.0,121.0,Chuncheon
FN,1060.0,59.0,Chuncheon
FN,842.0,80.0,Chuncheon
FN,479.0,67.0,Chuncheon
FN,646.0,27.0,Chuncheon
FN,708.0,29.0,Chuncheon
FN,194.0,18.0,Chuncheon
FN,18.0,23.0,Chuncheon
FN,23.0,3.0,Chuncheon
FP,3.0,151.0,Chuncheon
FN,154.0,36.0,Chuncheon
FN,238.0,34.0,Chuncheon
TP,34.0,18.0,Chuncheon
FP,18.0,330.0,Chuncheon
FN,249.0,16.0,Chuncheon
TP,16.0,1.0,Chuncheon
TP,1.0,1.0,Chuncheon
TP,1.0,33.0,Chuncheon
FP,33.0,304.0,Chuncheon
FN,255.0,64.0,Chuncheon
FN,64.0,6.0,Chuncheon
TP,6.0,5.0,Chuncheon
TP,5.0,57.0,Chuncheon
FP,57.0,3394.0,Chuncheon
FN,138.0,77.0,Chuncheon
TP,77.0,51.0,Chuncheon
FP,51.0,111.0,Chuncheon
FN,169.0,61.0,Chuncheon
FN,61.0,49.0,Chuncheon
TP,49.0,93.0,Chuncheon
FP,93.0,223.0,Chuncheon
FN,179.0,60.0,Chuncheon
FN,60.0,2.0,Chuncheon
FN,2.0,1.0,Chuncheon
TP,1.0,1.0,Chuncheon
TP,1.0,21.0,Chuncheon
TP,21.0,75.0,Chuncheon
TP,119.0,83.0,Chuncheon
FP,83.0,114.0,Chuncheon
FP,114.0,602.0,Chuncheon
TP,101.0,21.0,Chuncheon
TP,21.0,1.0,Chuncheon
TP,1.0,1.0,Chuncheon
TP,1.0,5.0,Chuncheon
TP,5.0,1.0,Chuncheon
TP,1.0,39.0,Chuncheon
TP,39.0,58.0,Chuncheon
TP,58.0,95.0,Chuncheon
FP,95.0,192.0,Chuncheon
FN,184.0,62.0,Chuncheon
TP,62.0,37.0,Chuncheon
TP,37.0,41.0,Chuncheon
TP,41.0,57.0,Chuncheon
TP,57.0,87.0,Chuncheon
FP,87.0,244.0,Chuncheon
FN,136.0,9.0,Chuncheon
TP,9.0,23.0,Chuncheon
TP,23.0,65.0,Chuncheon
FP,65.0,232.0,Chuncheon
FN,107.0,16.0,Chuncheon
FP,16.0,131.0,Chuncheon
FN,205.0,36.0,Chuncheon
TP,36.0,9.0,Chuncheon
TP,9.0,69.0,Chuncheon
TP,69.0,64.0,Chuncheon
FP,64.0,116.0,Chuncheon
FP,116.0,275.0,Chuncheon
FN,114.0,21.0,Chuncheon
TP,21.0,12.0,Chuncheon
TP,12.0,4.0,Chuncheon
TP,4.0,18.0,Chuncheon
FP,18.0,123.0,Chuncheon
FN,112.0,50.0,Chuncheon
TP,50.0,12.0,Chuncheon
TP,12.0,1.0,Chuncheon
TP,1.0,1.0,Chuncheon
TP,1.0,1.0,Chuncheon
TP,1.0,1.0,Chuncheon
TP,1.0,1.0,Chuncheon
TP,1.0,63.0,Chuncheon
FN,219.0,31.0,Chuncheon
FN,31.0,12.0,Chuncheon
FN,301.0,85.0,Chuncheon
FN,326.0,96.0,Chuncheon
TP,96.0,47.0,Chuncheon
FP,47.0,169.0,Chuncheon
FN,230.0,63.0,Chuncheon
TP,63.0,16.0,Chuncheon
TP,16.0,18.0,Chuncheon
FP,18.0,1500.0,Chuncheon
FN,129.0,100.0,Chuncheon
FP,100.0,261.0,Chuncheon
FN,394.0,36.0,Chuncheon
FP,36.0,189.0,Chuncheon
FN,189.0,83.0,Chuncheon
FP,83.0,124.0,Chuncheon
FN,492.0,82.0,Chuncheon
FP,82.0,268.0,Chuncheon
FN,141.0,75.0,Chuncheon
FN,75.0,84.0,Chuncheon
FN,84.0,86.0,Chuncheon
FN,86.0,88.0,Chuncheon
FN,185.0,97.0,Chuncheon
FN,107.0,57.0,Chuncheon
FN,267.0,16.0,Chuncheon
TP,16.0,14.0,Chuncheon
FP,14.0,428.0,Chuncheon
FP,133.0,123.0,Chuncheon
TP,123.0,85.0,Chuncheon
TP,85.0,89.0,Chuncheon
TP,89.0,92.0,Chuncheon
FP,92.0,109.0,Chuncheon
FP,109.0,161.0,Chuncheon
FN,282.0,100.0,Chuncheon
FP,100.0,277.0,Chuncheon
FN,852.0,40.0,Chuncheon
FP,40.0,1087.0,Chuncheon
FN,1087.0,29.0,Chuncheon
FP,29.0,1217.0,Chuncheon
FN,164.0,93.0,Chuncheon
FN,93.0,9.0,Chuncheon
FP,9.0,200.0,Chuncheon
FP,117.0,230.0,Chuncheon
FN,237.0,61.0,Chuncheon
FP,61.0,122.0,Chuncheon
FP,122.0,778.0,Chuncheon
FN,446.0,41.0,Chuncheon
FP,41.0,1113.0,Chuncheon
FN,152.0,55.0,Chuncheon
FN,420.0,75.0,Chuncheon
FN,636.0,34.0,Chuncheon
FN,34.0,16.0,Chuncheon
TP,16.0,51.0,Chuncheon
FP,51.0,1127.0,Chuncheon
FN,533.0,21.0,Chuncheon
FN,21.0,32.0,Chuncheon
FN,1457.0,74.0,Chuncheon
FN,74.0,81.0,Chuncheon
FN,176.0,38.0,Chuncheon
FN,38.0,24.0,Chuncheon
FN,192.0,60.0,Chuncheon
FN,60.0,71.0,Chuncheon
FN,142.0,61.0,Chuncheon
FN,61.0,74.0,Chuncheon
FN,74.0,69.0,Chuncheon
FN,69.0,100.0,Chuncheon
FN,272.0,99.0,Chuncheon
FN,109.0,86.0,Chuncheon
FN,86.0,83.0,Chuncheon
FN,220.0,65.0,Chuncheon
FN,65.0,57.0,Chuncheon
FN,155.0,52.0,Chuncheon
FN,52.0,21.0,Chuncheon
FN,21.0,8.0,Chuncheon
FN,8.0,1.0,Chuncheon
FN,1.0,1.0,Chuncheon
FN,1.0,2.0,Chuncheon
FN,2.0,18.0,Chuncheon
FN,489.0,98.0,Chuncheon
FN,171.0,41.0,Chuncheon
FN,104.0,58.0,Chuncheon
FN,58.0,36.0,Chuncheon
FN,36.0,15.0,Chuncheon
FN,15.0,1.0,Chuncheon
FN,1.0,29.0,Chuncheon
FN,933.0,52.0,Chuncheon
FN,52.0,2.0,Chuncheon
FN,2.0,3.0,Chuncheon
FN,3.0,26.0,Chuncheon
FN,220.0,98.0,Chuncheon
FN,418.0,74.0,Chuncheon
FN,305.0,63.0,Chuncheon
FN,138.0,86.0,Chuncheon
FN,86.0,26.0,Chuncheon
TP,26.0,31.0,Chuncheon
FP,31.0,213.0,Chuncheon
FN,119.0,96.0,Chuncheon
FN,1004.0,98.0,Inje
FN,98.0,99.0,Inje
FP,99.0,104.0,Inje
FP,104.0,176.0,Inje
FP,219.0,119.0,Inje
FP,119.0,107.0,Inje
FP,107.0,158.0,Inje
FP,158.0,106.0,Inje
FP,106.0,194.0,Inje
FP,194.0,182.0,Inje
FP,182.0,226.0,Inje
FP,226.0,1253.0,Inje
FN,710.0,69.0,Inje
FN,636.0,26.0,Inje
FP,26.0,480.0,Inje
FN,534.0,21.0,Inje
FP,21.0,364.0,Inje
FP,364.0,573.0,Inje
FN,193.0,82.0,Inje
FN,82.0,48.0,Inje
FN,1499.0,100.0,Inje
FN,249.0,73.0,Inje
FN,291.0,77.0,Inje
FN,1886.0,41.0,Inje
FN,107.0,51.0,Inje
FN,2623.0,44.0,Inje
FN,285.0,78.0,Inje
FN,481.0,73.0,Inje
FP,114.0,259.0,Inje
FP,119.0,1064.0,Inje
FN,350.0,60.0,Inje
FP,60.0,618.0,Inje
FN,410.0,29.0,Inje
FP,243.0,406.0,Inje
FN,177.0,90.0,Inje
FN,217.0,70.0,Inje
FN,110.0,92.0,Inje
FN,92.0,73.0,Inje
FN,201.0,99.0,Inje
FN,222.0,49.0,Inje
TP,49.0,68.0,Inje
FP,68.0,248.0,Inje
FN,150.0,16.0,Inje
FN,16.0,25.0,Inje
FN,25.0,31.0,Inje
FN,31.0,32.0,Inje
FN,32.0,56.0,Inje
FN,56.0,91.0,Inje
FP,317.0,337.0,Inje
FP,337.0,146.0,Inje
FP,146.0,173.0,Inje
FP,173.0,204.0,Inje
FP,204.0,204.0,Inje
FP,204.0,220.0,Inje
FP,220.0,178.0,Inje
FP,178.0,296.0,Inje
FN,447.0,62.0,Inje
FP,120.0,651.0,Inje
FN,252.0,76.0,Inje
FN,3628.0,67.0,Inje
FN,412.0,54.0,Inje
FN,481.0,91.0,Inje
FN,5000.0,63.0,Inje
FN,264.0,83.0,Inje
FN,235.0,93.0,Inje
FP,355.0,756.0,Inje
FN,155.0,52.0,Inje
FN,563.0,75.0,Inje
FN,75.0,82.0,Inje
FN,82.0,58.0,Inje
FP,142.0,124.0,Sokcho
FP,124.0,156.0,Sokcho
TP,156.0,72.0,Sokcho
TP,72.0,92.0,Sokcho
TP,92.0,66.0,Sokcho
FP,66.0,192.0,Sokcho
FN,192.0,39.0,Sokcho
FP,39.0,214.0,Sokcho
FP,138.0,743.0,Sokcho
FN,4721.0,20.0,Sokcho
FN,2135.0,35.0,Sokcho
FN,35.0,36.0,Sokcho
TP,36.0,43.0,Sokcho
TP,43.0,58.0,Sokcho
FP,58.0,1924.0,Sokcho
FN,1369.0,61.0,Sokcho
FP,114.0,160.0,Sokcho
FN,160.0,26.0,Sokcho
FP,26.0,612.0,Sokcho
FN,334.0,51.0,Sokcho
TP,51.0,100.0,Sokcho
FP,100.0,206.0,Sokcho
FP,178.0,114.0,Sokcho
TP,114.0,37.0,Sokcho
TP,37.0,47.0,Sokcho
TP,47.0,30.0,Sokcho
TP,30.0,44.0,Sokcho
TP,44.0,31.0,Sokcho
TP,31.0,24.0,Sokcho
TP,24.0,27.0,Sokcho
TP,27.0,85.0,Sokcho
TP,85.0,29.0,Sokcho
TP,29.0,33.0,Sokcho
TP,33.0,92.0,Sokcho
FP,92.0,2479.0,Sokcho
FN,297.0,24.0,Sokcho
TP,24.0,20.0,Sokcho
TP,20.0,38.0,Sokcho
TP,38.0,51.0,Sokcho
TP,51.0,55.0,Sokcho
FP,55.0,434.0,Sokcho
FN,1247.0,51.0,Sokcho
TP,51.0,42.0,Sokcho
FP,42.0,1105.0,Sokcho
FN,1105.0,18.0,Sokcho
TP,18.0,31.0,Sokcho
TP,31.0,31.0,Sokcho
TP,31.0,47.0,Sokcho
TP,47.0,35.0,Sokcho
TP,35.0,62.0,Sokcho
TP,62.0,72.0,Sokcho
FP,72.0,361.0,Sokcho
FP,168.0,162.0,Sokcho
FP,162.0,317.0,Sokcho
FN,1799.0,94.0,Sokcho
FN,575.0,77.0,Sokcho
FN,245.0,64.0,Sokcho
FN,64.0,94.0,Sokcho
FP,94.0,357.0,Sokcho
FN,102.0,66.0,Sokcho
TP,66.0,39.0,Sokcho
FN,39.0,32.0,Sokcho
FN,32.0,23.0,Sokcho
FN,23.0,53.0,Sokcho
FP,156.0,666.0,Sokcho
FP,148.0,132.0,Sokcho
TP,132.0,64.0,Sokcho
TP,64.0,71.0,Sokcho
FP,71.0,173.0,Sokcho
TP,128.0,98.0,Sokcho
FP,98.0,412.0,Sokcho
FN,138.0,19.0,Sokcho
